Column1,Ligand_name,SMILES
8104,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
8105,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
8106,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
8107,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
8108,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
8109,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
8110,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
8111,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
8112,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
8113,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
8114,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
8115,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
8116,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
8117,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
8118,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
8119,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
8120,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
8121,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
8122,testmol6,CN=C=O
8123,testmol7,O=Cc1ccc(O)c(OC)c1
8124,testmol8,COc1cc(C=O)ccc1O
8125,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
8126,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
8127,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
8128,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
8129,testmol13,CN1CCC[C@H]1c2cccnc2
8130,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
8131,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
8132,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
8133,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
8134,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
8135,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
8136,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
8137,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
8138,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
8139,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
8140,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
8141,testmol24,c1ccc(c(c1)O)O
8142,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
8143,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
8144,testmol27,CC(CN)O
8145,testmol28,C(C(=O)COP(=O)(O)O)N
8146,testmol29,CCn1cnc2c1ncnc2N
8147,testmol30,CCC(C)(C(C(=O)O)O)O
8148,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
8149,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
8150,testmol33,c1c(cc(c(c1O)O)O)O
8151,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
8152,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
8153,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
8154,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
8155,testmol38,c1cc(c(c(c1)O)O)C(=O)O
8156,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
8157,testmol40,CCC(C(=O)C)(C(=O)O)O
8158,testmol41,CC(=O)C(C)(C(=O)O)O
8159,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
8160,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
8161,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
8162,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
8163,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
8164,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
8165,testmol48,C(=O)C(C(=O)O)N
8166,testmol49,C(=CC=O)C=C(C(=O)O)N
8167,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
8168,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
8169,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
8170,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
8171,testmol54,CC(C)(CO)C(=O)C(=O)O
8172,testmol55,CC1(COC(=O)C1=O)C
8173,testmol56,C1C(C(C(OC1O)CO)O)O
8174,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
8175,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
8176,testmol59,C(CC(=O)O)C(C(=O)O)O
8177,testmol60,C(C(=O)[O-])(C(=O)[O-])O
8178,testmol61,C(C(=O)O)(C(=O)O)O
8179,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
8180,testmol63,CCC(C)C(=O)C(=O)O
8181,testmol64,C(CC(=O)N)C(=O)C(=O)O
8182,testmol65,CC(C)C(=O)C(=O)O
8183,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
8184,testmol67,C(CC(=O)O)C(=O)C(=O)O
8185,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
8186,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
8187,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
8188,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
8189,testmol70,CCC(=O)C(=O)O
8190,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
8191,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
8192,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
8193,testmol74,CC(CC(C(=O)O)N)N
8194,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
8195,testmol76,c1c(c(cc(c1Cl)O)Cl)O
8196,testmol77,c1cc(c(cc1Cl)O)Cl
8197,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
8198,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
8199,testmol80,CC(=O)C=CC=C(C(=O)O)O
8200,testmol81,CC(C)CC(=O)C(=O)O
8201,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
8202,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
8203,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
8204,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
8205,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
8206,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
8207,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
8208,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
8209,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
8210,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
8211,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
8212,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
8213,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
8214,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
8215,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
8216,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
8217,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
8218,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
8219,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
8220,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
8221,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
8222,testmol6,CN=C=O
8223,testmol7,O=Cc1ccc(O)c(OC)c1
8224,testmol8,COc1cc(C=O)ccc1O
8225,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
8226,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
8227,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
8228,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
8229,testmol13,CN1CCC[C@H]1c2cccnc2
8230,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
8231,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
8232,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
8233,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
8234,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
8235,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
8236,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
8237,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
8238,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
8239,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
8240,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
8241,testmol24,c1ccc(c(c1)O)O
8242,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
8243,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
8244,testmol27,CC(CN)O
8245,testmol28,C(C(=O)COP(=O)(O)O)N
8246,testmol29,CCn1cnc2c1ncnc2N
8247,testmol30,CCC(C)(C(C(=O)O)O)O
8248,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
8249,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
8250,testmol33,c1c(cc(c(c1O)O)O)O
8251,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
8252,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
8253,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
8254,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
8255,testmol38,c1cc(c(c(c1)O)O)C(=O)O
8256,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
8257,testmol40,CCC(C(=O)C)(C(=O)O)O
8258,testmol41,CC(=O)C(C)(C(=O)O)O
8259,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
8260,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
8261,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
8262,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
8263,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
8264,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
8265,testmol48,C(=O)C(C(=O)O)N
8266,testmol49,C(=CC=O)C=C(C(=O)O)N
8267,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
8268,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
8269,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
8270,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
8271,testmol54,CC(C)(CO)C(=O)C(=O)O
8272,testmol55,CC1(COC(=O)C1=O)C
8273,testmol56,C1C(C(C(OC1O)CO)O)O
8274,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
8275,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
8276,testmol59,C(CC(=O)O)C(C(=O)O)O
8277,testmol60,C(C(=O)[O-])(C(=O)[O-])O
8278,testmol61,C(C(=O)O)(C(=O)O)O
8279,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
8280,testmol63,CCC(C)C(=O)C(=O)O
8281,testmol64,C(CC(=O)N)C(=O)C(=O)O
8282,testmol65,CC(C)C(=O)C(=O)O
8283,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
8284,testmol67,C(CC(=O)O)C(=O)C(=O)O
8285,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
8286,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
8287,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
8288,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
8289,testmol70,CCC(=O)C(=O)O
8290,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
8291,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
8292,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
8293,testmol74,CC(CC(C(=O)O)N)N
8294,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
8295,testmol76,c1c(c(cc(c1Cl)O)Cl)O
8296,testmol77,c1cc(c(cc1Cl)O)Cl
8297,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
8298,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
8299,testmol80,CC(=O)C=CC=C(C(=O)O)O
8300,testmol81,CC(C)CC(=O)C(=O)O
8301,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
8302,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
8303,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
8304,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
8305,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
8306,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
8307,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
8308,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
8309,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
8310,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
8311,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
8312,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
8313,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
8314,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
8315,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
8316,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
8317,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
8318,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
8319,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
8320,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
8321,testmol5,COc1cccc(c1)NC(=O)c2cccnc2
8322,testmol6,CN=C=O
8323,testmol7,O=Cc1ccc(O)c(OC)c1
8324,testmol8,COc1cc(C=O)ccc1O
8325,testmol9,CC(=O)NCCC1=CNc2c1cc(OC)cc2
8326,testmol10,CC(=O)NCCc1c[nH]c2ccc(OC)cc12
8327,testmol11,CCc(c1)ccc2[n+]1ccc3c2[nH]c4c3cccc4
8328,testmol12,CCc1c[n+]2ccc3c4ccccc4[nH]c3c2cc1
8329,testmol13,CN1CCC[C@H]1c2cccnc2
8330,testmol14,CCC[C@@H](O)CC\C=C\C=C\C#CC#C\C=C\CO
8331,testmol15,CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
8332,testmol16,O1C=C[C@H]([C@H]1O2)c3c2cc(OC)c4c3OC(=O)C5=C4CCC(=O)5
8333,testmol17,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1
8334,testmol18,OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H]2[C@@H]1c3c(O)c(OC)c(O)cc3C(=O)O2
8335,testmol19,CC(=O)OCCC(/C)=C\C[C@H](C(C)=C)CCC=C
8336,testmol20,CC[C@H](O1)CC[C@@]12CCCO2
8337,testmol21,CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2
8338,testmol22,OCCc1c(C)[n+](cs1)Cc2cnc(C)nc2N
8339,testmol53,CC(C)C(C(C(=O)O)O)C(=O)O
8340,testmol23,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O
8341,testmol24,c1ccc(c(c1)O)O
8342,testmol25,CC(=O)OC(CC(=O)O)C[N+](C)(C)C
8343,testmol26,C1=CC(C(C(=C1)C(=O)O)O)O
8344,testmol27,CC(CN)O
8345,testmol28,C(C(=O)COP(=O)(O)O)N
8346,testmol29,CCn1cnc2c1ncnc2N
8347,testmol30,CCC(C)(C(C(=O)O)O)O
8348,testmol31,C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
8349,testmol32,c1cc(ccc1C(=O)NC(CCC(=O)O)C(=O)O)N(CC2CNc3c(c(=O)nc([nH]3)N)N2)C=O
8350,testmol33,c1c(cc(c(c1O)O)O)O
8351,testmol34,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
8352,testmol35,C1CCC(=O)NCCCCCC(=O)NCC1
8353,testmol36,C1C=CC(=NC1C(=O)O)C(=O)O
8354,testmol37,C(C(C(C(=O)C(=O)C(=O)O)O)O)O
8355,testmol38,c1cc(c(c(c1)O)O)C(=O)O
8356,testmol39,c1cc(c(c(c1)O)O)CCC(=O)O
8357,testmol40,CCC(C(=O)C)(C(=O)O)O
8358,testmol41,CC(=O)C(C)(C(=O)O)O
8359,testmol42,C(=C/C(=C(\C(=O)O)/N)/C(=O)O)\C=O
8360,testmol43,C(C(C(C1(C(N(C2C(N1O)C(=O)NC(=N2)N)O)O)O)O)O)O
8361,testmol44,C(C(C(C1C(N(c2c(c(=O)[nH]c(n2)N)N1)O)O)O)O)O
8362,testmol45,CC(=O)C(=O)C1=NC2C(N=C(NC2=O)N)N(C1O)O
8363,testmol46,C(C(C(C1=Nc2c([nH]c(nc2=O)N)N(C1O)O)O)O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O
8364,testmol47,C(=CC(=O)O)C=C(C(=O)O)N
8365,testmol48,C(=O)C(C(=O)O)N
8366,testmol49,C(=CC=O)C=C(C(=O)O)N
8367,testmol50,CC(CO)(C(COP(=O)(O)O)O)O
8368,testmol51,C(=CC(=O)O)C=C(C(=O)O)C(=O)O
8369,testmol52,C1=CC(OC1=O)(CC(=O)O)Cl
8370,testmol53,C(C(C(CO)O)O)C(=O)C(=O)O
8371,testmol54,CC(C)(CO)C(=O)C(=O)O
8372,testmol55,CC1(COC(=O)C1=O)C
8373,testmol56,C1C(C(C(OC1O)CO)O)O
8374,testmol57,CSCCC(=O)/C(=C/OP(=O)(O)O)/O
8375,testmol58,C(CC(=O)O)C(=O)/C=C/C=C(/C(=O)O)\O
8376,testmol59,C(CC(=O)O)C(C(=O)O)O
8377,testmol60,C(C(=O)[O-])(C(=O)[O-])O
8378,testmol61,C(C(=O)O)(C(=O)O)O
8379,testmol62,C(C(C(COP(=O)(O)O)O)O)C(=O)C(=O)O
8380,testmol63,CCC(C)C(=O)C(=O)O
8381,testmol64,C(CC(=O)N)C(=O)C(=O)O
8382,testmol65,CC(C)C(=O)C(=O)O
8383,testmol66,C(C(C(C(C(=O)C(=O)O)O)O)O)O
8384,testmol67,C(CC(=O)O)C(=O)C(=O)O
8385,testmol68,CCC(CC)(C(=O)NC(=O)N)Br
8386,testmol67,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)O)C)C)C)C)C)C)C)C
8387,testmol68,CC=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1cccc(c1O)OC)C)C)C)C)C)C)C
8388,testmol69,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCc1ccccc1O)C)C)C)C)C)C)C)C
8389,testmol70,CCC(=O)C(=O)O
8390,testmol71,C(C(C(=O)O)OP(=O)(O)O)O
8391,testmol72,C(C(C(=O)O)OP(=O)(O)O)OP(=O)(O)O
8392,testmol73,C1=C(C(C=C(C1O)Cl)Cl)Cl
8393,testmol74,CC(CC(C(=O)O)N)N
8394,testmol75,C1=C(C(C=C(C1O)Cl)O)Cl
8395,testmol76,c1c(c(cc(c1Cl)O)Cl)O
8396,testmol77,c1cc(c(cc1Cl)O)Cl
8397,testmol78,C(C(=O)C(C(C(=O)C(=O)O)O)O)O
8398,testmol79,CC1(C(COP(=O)(OP(=O)(O1)O)O)O)CO
8399,testmol80,CC(=O)C=CC=C(C(=O)O)O
8400,testmol81,CC(C)CC(=O)C(=O)O
8401,idarubicin,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
8402,bicalutamide,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O 
8403,teniposide,COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O
8404,camptothecin,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
8405,JMS-053,C1=CC=C(C=C1)C2=CC3=C(S2)C(=N)C(=O)NC3=O
8406,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
8407,azt,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
8408,naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O 
8409,indoxyl sulfate,C1=CC=C2C(=C1)C(=CN2)OS(=O)(=O)O
8410,ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
8411,diazepam,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
8412,oxyphenbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
8413,CMPF,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
8414,azapropazone,CCCC1C(=O)N2C3=C(C=CC(=C3)C)N=C(N2C1=O)N(C)C
8415,diflunisal,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
8416,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
8417,testmol1,Cc1cccc(c1n2c(cc(c2C)/C=N\NC(=O)C(=O)Nc3ccc(cc3)[N+](=O)[O-])C)C
8418,testmol2,C[C@H]1CCCC[NH+]1CC#CC(c2ccccc2)(c3ccccc3)O
8419,testmol3,Cc1ccc(cc1C)OCCOc2c(cc(cc2I)/C=N/n3cnnc3)OC
8420,testmol4,c1ccc(c(c1)C#N)Sc2ccccc2C(=O)OCC(=O)Nc3ccc4c(c3)OCCO4
